sample_index,noisy_mse,denoised_mse,noisy_mae,denoised_mae,noisy_snr,denoised_snr,snr_improved,noisy_si_sdr,denoised_si_sdr,si_srd_improved
300,0.0015548402,0.00032010043,0.03141755,0.012709292,9.175015,16.039011,6.8639956,9.192445,15.9308195,6.7383747
301,0.0013536469,0.0006529122,0.02937544,0.013139934,10.165014,13.331519,3.1665049,10.154758,13.12583,2.9710712
302,0.00060678367,0.00063885795,0.019694488,0.015456566,11.472422,11.248717,-0.22370434,11.579643,10.917083,-0.66256046
303,0.0014983006,0.00041020484,0.03087946,0.013892049,9.486092,15.112072,5.6259804,9.63429,14.998302,5.3640127
304,0.0014593397,0.00019985664,0.030585729,0.009805621,8.184308,16.818687,8.634379,8.199105,16.728119,8.529014
305,0.003972215,0.0012706334,0.050274774,0.025966858,10.949502,15.899628,4.9501257,10.9535265,15.786579,4.8330526
306,0.0013083537,0.00020407366,0.028882409,0.0106113525,11.083408,19.152792,8.069384,11.094006,19.103981,8.009975
307,0.0013441392,0.00038572418,0.029204728,0.014238272,9.725719,15.147392,5.421673,9.766578,15.012704,5.246126
308,0.0013450193,0.00023924289,0.029238751,0.0111687565,9.179754,16.67865,7.4988956,9.172257,16.588482,7.4162245
309,0.0008113508,0.00019147499,0.022711407,0.008832362,9.927894,16.19886,6.2709665,9.927282,16.09352,6.166237
310,0.0009055921,0.00022941019,0.024008842,0.00955843,9.584041,15.547239,5.9631987,9.5807295,15.426826,5.846096
311,0.0013535218,0.00026653433,0.029296925,0.011472147,9.257246,16.314365,7.0571194,9.269827,16.212313,6.942486
312,0.0009634207,0.00027976214,0.024753185,0.01153736,10.506664,15.876934,5.37027,10.566008,15.775007,5.2089996
313,0.0015167986,0.00019966537,0.031063942,0.009865905,9.733586,18.539837,8.806251,9.759037,18.480627,8.72159
314,0.0012347107,0.00025788724,0.027990704,0.011748644,9.64871,16.450064,6.8013535,9.66391,16.350605,6.686695
315,0.0014965481,0.00027188341,0.030924957,0.011508891,8.944314,16.351393,7.4070787,9.023514,16.253544,7.23003
316,0.00051679165,0.0005385965,0.018149815,0.013100273,9.004572,8.825091,-0.17948055,9.061708,8.215054,-0.8466549
317,0.00053084723,0.001995511,0.018367011,0.023987347,11.935387,6.1845407,-5.750846,12.188697,4.989419,-7.199278
318,0.0010078156,0.00027440942,0.02539798,0.0116211055,12.70771,18.35753,5.6498203,12.696209,18.29543,5.5992203
319,0.0007864205,0.00039294665,0.022372635,0.011964511,12.743944,15.757156,3.0132122,12.732629,15.651684,2.919055
320,0.00072064326,0.00022905532,0.02137737,0.00795345,9.02653,14.00433,4.9777994,9.009186,13.833274,4.824088
321,0.0006752789,3.5063313e-05,0.020711178,0.0044121332,-0.3032498,12.543053,12.846302,-0.1837144,12.325115,12.50883
322,0.0010572205,0.00019819202,0.02593927,0.010091596,9.005835,16.27663,7.270796,9.008546,16.173996,7.16545
323,0.0015754645,0.0004429753,0.031631738,0.013926443,8.160273,13.670564,5.510291,8.532703,13.61891,5.0862064
324,0.00038922983,0.00032634803,0.01570671,0.010945082,10.153332,10.918583,0.76525116,10.161598,10.554792,0.3931942
325,0.00049692526,0.00044301385,0.01777217,0.0103694545,7.352646,7.8513837,0.4987378,7.3612313,7.0737414,-0.2874899
326,0.00043347926,0.00023251963,0.016611863,0.007552554,8.774855,11.479941,2.7050867,8.797649,11.1624775,2.364828
327,0.0015754438,0.00021287607,0.031721596,0.01077959,8.026743,16.719503,8.69276,7.9986115,16.633736,8.635124
328,0.0011857597,0.0005045992,0.027425159,0.014325479,8.384297,12.094798,3.7105007,8.374258,11.818137,3.4438791
329,0.0010863545,0.0002276482,0.026306778,0.010889159,10.01763,16.804703,6.787073,10.019113,16.714462,6.6953497
330,0.0003907994,0.00043539846,0.015766332,0.011169695,11.370429,10.901098,-0.4693308,11.381853,10.53316,-0.8486929
331,0.001099162,0.00020583974,0.026509034,0.009445172,9.025753,16.301077,7.275324,9.059184,16.198906,7.139722
332,0.0009280692,0.0016039339,0.024302345,0.022879537,11.388654,9.012592,-2.3760614,11.381293,8.431847,-2.9494467
333,0.0006351887,0.00021491584,0.020088539,0.009855032,9.55332,14.259663,4.7063427,9.563406,14.09564,4.532234
334,0.00034735253,7.281815e-05,0.0148920175,0.005860473,8.26876,15.054069,6.785309,8.282611,14.9167,6.6340895
335,0.0010859607,0.00020744423,0.026265355,0.009804557,11.205128,18.394255,7.189127,11.228422,18.335432,7.10701
336,0.0006218221,0.00045318052,0.019886583,0.010263637,9.237768,10.611717,1.373949,9.791033,10.293122,0.5020895
337,0.00039261553,0.00067253265,0.015810937,0.014567368,9.896747,7.559287,-2.3374596,9.994881,6.7216005,-3.2732801
338,0.0005458792,9.962924e-05,0.018630669,0.0066315783,12.2591305,19.646227,7.3870964,12.266674,19.606327,7.339653
339,0.00050250266,0.00054115057,0.01789808,0.012328195,9.488386,9.166589,-0.32179737,9.506083,8.606714,-0.8993683
340,0.0009406418,0.00025608813,0.024512867,0.009864365,6.8363457,12.486694,5.6503487,6.881095,12.235042,5.3539467
341,0.0009507444,0.00016813671,0.02462347,0.009533367,10.846073,18.370085,7.5240116,10.838753,18.30718,7.4684277
342,0.0013705493,0.00027350264,0.029590838,0.012081742,10.433354,17.432686,6.9993315,10.427356,17.354296,6.92694
343,0.00049602235,2.7405466e-05,0.017804801,0.003139216,-1.3142583,11.2623825,12.576641,-1.348681,10.945469,12.294149
344,0.0008831065,0.0001443098,0.023737233,0.007902371,11.491795,19.358967,7.8671722,11.5244875,19.329857,7.8053694
345,0.00087003683,0.00023872567,0.023569036,0.010537212,12.1001425,17.716528,5.6163855,12.130457,17.644264,5.5138073
346,0.0009916424,0.0002531721,0.025168411,0.010241768,11.193276,17.12267,5.929393,11.279648,17.044104,5.764456
347,0.0008218417,0.00012532948,0.02288225,0.007461859,11.187106,19.354456,8.16735,11.158973,19.305752,8.146779
348,0.0010513695,0.00036762666,0.025916062,0.012018936,12.190461,16.753944,4.563483,12.194501,16.672216,4.4777155
349,0.00042077826,8.720101e-05,0.016344072,0.005869888,10.722365,17.557682,6.8353167,10.729266,17.512606,6.7833395
350,0.0016793495,0.00060644967,0.032788124,0.012768017,9.4859295,13.909392,4.423463,9.452315,13.768405,4.3160896
351,0.0009133936,0.00023771563,0.024095532,0.010281929,10.394173,16.240175,5.8460026,10.396937,16.135937,5.7389994
352,0.0019688578,0.00059644476,0.03539282,0.017538013,10.428139,15.61458,5.1864414,11.140995,16.136059,4.995064
353,0.0015098145,0.00043322975,0.030969288,0.013036819,10.586668,16.008722,5.4220543,10.583253,15.905143,5.32189
354,0.004116575,0.0017353708,0.051240783,0.03005237,9.057758,12.8091955,3.7514372,9.053549,12.576782,3.5232334
355,0.00076069206,0.0001944607,0.021978384,0.009781344,10.420733,16.344505,5.923772,10.423996,16.242777,5.818781
356,0.0003210318,0.00029232336,0.014294931,0.010768997,9.620649,10.027494,0.4068451,9.649593,9.571798,-0.07779503
357,0.00028436352,0.00010046719,0.013439868,0.0066252034,4.7246675,9.243164,4.5184965,4.7185736,8.689027,3.9704533
358,0.0006495939,0.0001370782,0.020273635,0.007896637,6.2829657,13.039701,6.756736,6.306234,12.821015,6.5147815
359,0.00061653496,9.6602496e-05,0.019805862,0.006450745,6.6509557,14.700649,8.049694,6.699829,14.567319,7.86749
360,0.000503319,0.0016149501,0.01789571,0.016924473,10.60713,5.543973,-5.063157,10.605512,4.1221395,-6.483372
361,0.0007563129,4.9131184e-05,0.021940924,0.0043935226,6.150396,18.023838,11.873442,6.1925592,17.959951,11.767392
362,0.0034276384,0.0014842757,0.0467491,0.028097546,10.896931,14.531735,3.6348047,10.887614,14.376314,3.4887
363,0.0035818554,0.0015262666,0.047779955,0.028072441,9.989164,13.693941,3.7047768,9.9695835,13.505114,3.53553
364,0.0033619013,0.0015431424,0.046237953,0.026399318,10.530735,13.912524,3.3817892,10.549678,13.744241,3.194563
365,0.0006692497,0.00013549994,0.020593608,0.0073845834,11.786766,18.723257,6.936491,11.924822,18.693935,6.7691135
366,0.000930081,0.00026244664,0.024306526,0.01135213,11.333815,16.828611,5.4947968,11.375665,16.738338,5.3626738
367,0.0009812575,0.000712031,0.024981838,0.016115611,12.897755,14.290598,1.3928432,12.877115,14.138647,1.2615318
368,0.00093687186,0.00044680564,0.024498617,0.0135395145,11.060768,14.276384,3.2156162,11.118021,14.113101,2.99508
369,0.002035809,0.00046738697,0.03590718,0.015589756,11.492244,17.882847,6.390603,11.5075,17.81385,6.3063507
370,0.001427553,0.00061813067,0.030157533,0.014541037,10.078493,13.713613,3.6351194,10.357619,13.563139,3.2055197
371,0.0006594535,0.0010427464,0.020452533,0.011668906,8.917707,6.9277625,-1.9899449,9.107217,5.9891486,-3.1180682
372,0.0032680314,0.0014965037,0.04571042,0.025075035,10.149305,13.5413885,3.3920832,10.16254,13.34607,3.1835299
373,0.0008793973,0.00016092362,0.023657665,0.00854176,10.316717,17.692371,7.375654,10.312873,17.617891,7.3050184
374,0.0010041374,0.00024809127,0.025359105,0.011513714,9.243965,15.315782,6.0718164,9.233066,15.187401,5.954335
375,0.0012596092,0.0009329922,0.028360762,0.01780523,10.411427,11.715006,1.3035793,10.409988,11.412468,1.0024796
376,0.000377123,0.002094503,0.015517451,0.01990038,10.957204,3.511225,-7.445979,10.942174,0.9473417,-9.994832
377,0.0008853485,0.00029843903,0.023717156,0.011658534,9.728153,14.45074,4.7225866,9.838602,14.303366,4.4647636
378,0.0010771235,0.00022984558,0.026213862,0.0106009105,9.466778,16.175072,6.708294,9.471391,16.0712,6.5998087
379,0.000477992,0.0003688958,0.01745164,0.0092849005,8.556348,9.681518,1.1251698,8.557182,9.187132,0.62994957
380,0.00047920036,0.0028581372,0.017459467,0.026947098,10.490965,2.7353058,-7.755659,10.51087,-0.5732764,-11.0841465
381,0.0009941824,0.00022144473,0.025171831,0.009713703,8.05038,14.572387,6.522007,8.100755,14.419974,6.3192196
382,0.00095420086,0.0007355547,0.02460543,0.01387565,10.353204,11.483451,1.1302471,10.382816,11.163971,0.78115463
383,0.0008832426,0.000104592975,0.023722604,0.0066859787,3.3173618,12.583137,9.265775,3.280744,12.338139,9.057394
384,0.0006960039,0.0009364517,0.021075802,0.01594591,9.706181,8.417443,-1.2887373,9.694899,7.744375,-1.9505234
385,0.0034913884,0.00094165717,0.04725983,0.021587947,9.217798,14.908853,5.6910543,9.234619,14.7673,5.5326805
386,0.00080112374,0.00019216746,0.022575874,0.008646547,10.106085,16.306282,6.200197,10.131338,16.205353,6.0740147
387,0.0013949525,0.00031913066,0.029694138,0.012316333,10.479269,16.885178,6.4059086,10.457611,16.819283,6.3616714
388,0.0009342458,0.00039537688,0.02441257,0.01171718,10.479095,14.213594,3.734499,10.501943,14.047088,3.545145
389,0.0009343121,0.00024787575,0.024392035,0.009538235,10.614958,16.377537,5.762579,10.60545,16.276506,5.6710567
390,0.00083605363,0.00023541358,0.02309777,0.010772371,12.889394,18.39342,5.5040255,12.919563,18.337803,5.4182396
391,0.0006078284,0.0020977915,0.019639572,0.022410635,11.839303,6.4594893,-5.3798137,11.838065,5.3481016,-6.4899635
392,0.0003917409,0.00041855872,0.015774464,0.012521547,10.266916,9.979342,-0.2875738,10.299815,9.521905,-0.77791023
393,0.0010544069,0.0001846641,0.025922956,0.00951066,9.213427,16.779684,7.5662575,9.221677,16.69861,7.4769335
394,0.00074948923,0.00037716175,0.021798989,0.012003966,11.97329,14.955668,2.982378,11.995951,14.824068,2.8281174
395,0.0019204073,0.00039531227,0.034953944,0.013701514,9.894737,16.759268,6.8645306,9.887681,16.673517,6.785836
396,0.001173388,0.00014862293,0.027362937,0.007913119,6.636573,15.610131,8.973558,6.6734953,15.501475,8.82798
397,0.0006396922,0.0010235327,0.020216588,0.017769434,11.098094,9.056787,-2.0413074,11.713268,8.562475,-3.150793
398,0.0011772568,0.0007586239,0.027286636,0.015112986,10.975337,12.883783,1.9084463,10.985455,12.655915,1.6704607
399,0.0010713089,0.00018887229,0.026158178,0.009140702,6.2096596,13.747125,7.537465,6.3086824,13.588974,7.2802916
400,0.0010514496,0.00027539267,0.0258149,0.011701294,12.215265,18.033625,5.8183594,12.246927,17.96654,5.719612
401,0.0012837192,0.00028713542,0.028574914,0.011899866,10.12534,16.629173,6.503833,10.118637,16.535103,6.4164658
402,0.0009163144,0.00017709858,0.024186945,0.009154143,11.543101,18.681395,7.1382933,11.573156,18.623075,7.049919
403,0.00061028526,0.00025924022,0.019720875,0.008985914,12.021601,15.739907,3.7183065,12.023525,15.675678,3.652153
404,0.00080312946,0.0005997213,0.022523053,0.011705493,10.543873,11.812234,1.2683611,10.549126,11.5274,0.97827435
405,0.0029951525,0.00085737754,0.043583456,0.020504778,10.179769,15.612238,5.4324694,10.18726,15.491519,5.3042593
406,0.0007162228,0.0001591214,0.021371758,0.008202501,9.830232,16.363428,6.5331964,9.815813,16.26497,6.4491577
407,0.0009328966,0.00036868505,0.024362987,0.011202064,10.320983,14.352762,4.0317793,10.323536,14.19393,3.8703938
408,0.0011457792,0.00027835378,0.027041888,0.011315905,7.740006,13.885044,6.145038,7.705985,13.710071,6.0040855
409,0.0012789948,0.00011283301,0.028568398,0.006562124,-3.373473,7.170853,10.544326,-3.414361,6.2489395,9.6633005
410,0.0015934121,0.0003483582,0.03188747,0.011880979,9.802353,16.405375,6.6030216,9.790717,16.31068,6.5199633
411,0.0013138094,0.0002440224,0.028882103,0.01159045,9.714215,17.025242,7.3110266,9.712444,16.940973,7.228529
412,0.0013592009,0.00043075613,0.02942144,0.014227297,12.36651,17.357033,4.9905224,12.373173,17.280134,4.9069614
413,0.0039192643,0.0012765308,0.049954705,0.025222084,10.043385,14.915117,4.8717327,10.033443,14.772799,4.739355
414,0.0010849633,0.0002486245,0.026234496,0.0112902345,8.490657,14.889368,6.398711,8.4876,14.746809,6.2592087
415,0.0006245455,0.00013634848,0.019951103,0.0072175222,11.728548,18.337687,6.6091385,11.734261,18.363995,6.629734
416,0.00045470014,0.00011517999,0.017009381,0.007131629,10.890198,16.853678,5.96348,10.904652,16.765076,5.860424
417,0.00037418396,0.0009743918,0.015409394,0.014042404,10.128944,5.9724593,-4.156485,10.131506,4.703779,-5.4277267
418,0.00040390558,0.002297907,0.016040886,0.015176302,10.501871,2.9513452,-7.5505257,10.467751,-0.111736916,-10.579488
419,0.00083042134,0.00016997043,0.022995472,0.009660029,11.142597,18.031849,6.8892517,11.126394,17.965601,6.8392067
420,0.0013025716,0.00030255847,0.028770458,0.011771787,11.530651,17.870575,6.339924,11.507541,17.828098,6.3205576
421,0.00085972116,0.00027524677,0.023308914,0.010570173,9.560219,14.506574,4.946355,9.562507,14.3504,4.7878933
422,0.001180362,0.00043650635,0.027352814,0.014037857,11.251578,15.571825,4.3202467,11.243565,15.453796,4.210232
423,0.0015655925,0.0003824198,0.03151534,0.01340659,8.853891,14.975275,6.1213837,9.142124,14.9569845,5.8148603
424,0.0004668073,0.00039171122,0.017258782,0.0111626275,9.970095,10.731812,0.76171684,10.025782,10.349373,0.32359123
425,0.00031717872,0.0005311122,0.014234672,0.013034813,8.481906,6.243084,-2.238822,8.491536,5.0639462,-3.42759
426,0.0008542383,0.0003021871,0.02331899,0.009910364,11.175673,15.6887045,4.513032,11.180759,15.571468,4.390709
427,0.00068289787,0.00692965,0.020790614,0.025268223,11.28368,1.2201247,-10.063555,11.277512,-4.889284,-16.166796
428,0.0013079827,0.0002118624,0.028949086,0.010668596,7.878802,15.784283,7.905481,7.8891754,15.670594,7.781419
429,0.0008423457,7.188826e-05,0.02311982,0.0055856477,8.812095,19.50042,10.688325,8.796502,19.452703,10.656201
430,0.00037870905,0.00023269093,0.015500245,0.010270155,10.453242,12.568504,2.115262,10.4381275,12.319869,1.8817415
431,0.001755778,0.0004460217,0.033408545,0.014574278,8.347242,14.298377,5.9511347,8.871032,14.455232,5.5842
432,0.00061393605,0.00031679092,0.019742077,0.009803816,8.412471,11.2859745,2.8735037,8.511806,10.9513855,2.43958
433,0.0010126593,0.0001668051,0.025380204,0.008498039,7.9300113,15.76255,7.832539,7.9196606,15.647032,7.727371
434,0.0015775989,0.00042157763,0.031734444,0.014298193,11.139294,16.870483,5.7311897,11.129369,16.783787,5.654418
435,0.0013273099,0.0002540834,0.029064618,0.0107343225,8.86486,16.044819,7.1799593,8.863318,15.936016,7.0726976
436,0.0015468637,0.0002643388,0.03141347,0.011099032,8.168369,15.841282,7.6729126,8.172592,15.727874,7.5552816
437,0.00014495138,5.9320755e-06,0.00959791,0.0015820491,-1.0962542,12.783903,13.880157,-1.2141285,12.589603,13.803732
438,0.001489294,0.0006861672,0.03076457,0.016862348,11.371725,14.737229,3.3655043,11.382626,14.597763,3.2151375
439,0.00026248067,8.0588296e-05,0.012930215,0.006201488,9.592172,14.720426,5.128254,9.576346,14.573139,4.996793
440,0.00028350877,0.00017894125,0.0134618515,0.007922016,10.173301,12.171861,1.99856,10.151601,11.901236,1.7496347
441,0.0013473901,0.0002964573,0.029360335,0.011863192,6.852049,13.4273615,6.5753126,6.8501263,13.225487,6.3753605
442,0.001310904,0.0013408253,0.028857198,0.020769013,9.295162,9.197148,-0.09801388,9.3005295,8.640728,-0.6598015
443,0.00048449464,0.00010238478,0.017534964,0.0054173926,4.0293446,10.779881,6.750536,4.299136,10.434724,6.1355877
444,0.004146245,0.0010480724,0.05136901,0.022996586,9.866289,15.838926,5.972637,9.848727,15.733419,5.884692
445,0.0011844869,0.00029324036,0.027412646,0.011654129,11.512232,17.575296,6.0630646,11.517934,17.501808,5.9838743
446,0.0010274847,0.00038821503,0.02558322,0.013337858,9.209831,13.43686,4.227029,9.190706,13.23708,4.0463734
447,0.0029004752,0.000912655,0.042924605,0.02015475,10.391616,15.413241,5.0216255,10.393644,15.320158,4.9265137
448,0.00084897835,0.00015190784,0.023248589,0.007325183,11.831293,19.304459,7.4731655,11.835241,19.288149,7.4529076
449,0.00051624153,0.0012571318,0.018146148,0.017989963,11.475363,7.6100836,-3.8652792,11.569653,6.790924,-4.7787285
450,0.0007492212,0.0001306476,0.021837566,0.00811018,7.46344,15.048525,7.585085,7.479269,14.914167,7.4348984
451,0.00074889907,0.00017682859,0.021831691,0.009304856,12.361031,18.62974,6.268709,12.368437,18.581793,6.213356
452,0.0012087623,0.00020838392,0.027693842,0.009415137,9.201202,16.83597,7.6347675,9.219101,16.749231,7.5301304
453,0.0012130679,0.00024227533,0.027822558,0.010493017,8.729452,15.725211,6.995759,8.742479,15.607572,6.8650923
454,0.0012938326,0.00018195221,0.028710015,0.009490702,7.420194,15.939402,8.519207,7.431093,15.829304,8.398211
455,0.00058419193,9.2849456e-05,0.019263027,0.006472584,8.681035,16.668797,7.9877615,8.65502,16.57618,7.9211597
456,0.00054952304,0.0044856383,0.018758774,0.021827098,12.652525,3.5341418,-9.118383,12.712019,0.9958932,-11.7161255
457,0.00088439474,0.0004865182,0.023740659,0.012053901,10.776775,13.372246,2.5954704,10.75286,13.183518,2.4306583
458,0.0008302506,0.0013008582,0.022990478,0.016073527,8.423152,6.4729447,-1.9502072,8.386163,5.365654,-3.0205088
459,0.0015502421,0.00048509229,0.031427108,0.014192055,9.438645,14.484397,5.0457516,9.451228,14.32946,4.878232
460,0.0013089624,0.00093181815,0.02883322,0.016121533,11.025315,12.501276,1.4759607,11.047469,12.250437,1.2029676
461,0.0013996847,0.00026326982,0.029818935,0.011287018,7.149553,14.405844,7.256291,7.380666,14.336233,6.9555674
462,0.001110261,0.00046274887,0.026528686,0.01324213,9.214824,13.015621,3.8007975,9.220323,12.793912,3.5735893
463,0.0006342236,0.00015630396,0.02011188,0.007488092,10.643223,16.725946,6.0827236,10.646635,16.64122,5.994585
464,0.00086279685,0.00012461642,0.023497345,0.0063221,8.636558,17.03989,8.403333,8.649065,16.956203,8.307138
465,0.0006071356,0.003174016,0.019694975,0.028441798,13.564499,6.3812637,-7.183235,13.561119,5.2448454,-8.316274
466,0.0004338705,0.00029340465,0.016607841,0.009657156,14.087761,15.786691,1.6989298,14.093941,15.73155,1.6376095
467,0.0010141156,0.00022526208,0.025458576,0.010780107,11.183521,17.717516,6.5339947,11.326981,17.741186,6.4142056
468,0.00090246747,0.00018671402,0.023939388,0.007187621,9.011622,15.854168,6.8425455,9.039558,15.74147,6.701912
469,0.0012755956,0.00047695215,0.02845979,0.013254824,9.553172,13.825555,4.2723827,9.553627,13.706066,4.152439
470,0.000890069,0.00024332198,0.023796279,0.009499432,7.9791336,13.611557,5.6324234,7.9994864,13.423111,5.4236245
471,0.0017927971,0.00035234995,0.033754144,0.012900131,10.114643,17.180212,7.065569,10.111219,17.104311,6.9930916
472,0.0043619038,0.00082270143,0.052618254,0.018804573,7.8792496,15.123588,7.244338,7.885308,14.990412,7.105104
473,0.0016778443,0.00090754684,0.032696906,0.016596533,9.400669,12.069494,2.6688251,9.419987,11.791234,2.3712473
474,0.0006243366,0.000673679,0.019950574,0.014260567,9.534495,9.204154,-0.33034134,9.525839,8.648435,-0.8774042
475,0.0016749579,0.00059749477,0.032708243,0.015070636,10.868458,15.345155,4.476697,10.8417845,15.26836,4.4265757
476,0.0014402489,0.00033390618,0.030233044,0.0128210215,9.3864765,15.734608,6.348131,9.401041,15.617429,6.2163877
477,0.00054817734,0.00075886655,0.018711327,0.014766587,9.585896,8.173452,-1.4124432,9.595495,7.4556904,-2.1398048
478,0.00083372125,0.00012414462,0.023085715,0.0070803454,8.09481,16.36574,8.27093,8.233327,16.312613,8.079286
479,0.0001433034,4.137071e-05,0.009533398,0.0041554095,3.4731948,8.86883,5.3956347,3.4881518,8.359032,4.87088
480,0.00068622554,0.00016278656,0.020862622,0.009112414,11.278997,17.527481,6.2484837,11.281933,17.466393,6.1844597
481,0.0014223607,0.00023142081,0.030062221,0.010045341,10.707987,18.594059,7.886072,10.699774,18.595726,7.895952
482,0.00096101966,0.00020075044,0.024763009,0.009286295,8.948511,15.749269,6.8007574,8.961757,15.6324215,6.670665
483,0.0009562035,0.0004278726,0.02470552,0.012303855,8.338497,11.830855,3.4923582,8.463028,11.549344,3.086316
484,0.00027230565,0.0007901982,0.013150891,0.01263346,12.182375,7.555582,-4.626793,12.161698,6.718384,-5.4433146
485,0.00091572694,0.00012874024,0.024110764,0.0077047674,4.6798186,13.2003355,8.520517,4.7408457,12.989302,8.248456
486,0.0004702902,0.00015651605,0.017297361,0.0064660567,10.430649,15.20872,4.7780714,10.50109,15.078756,4.5776663
487,0.0012541832,0.0002959398,0.028309876,0.0116778575,9.199288,15.470865,6.271577,9.237907,15.348607,6.1106997
488,0.0045712935,0.0012769928,0.05395796,0.025330052,11.385021,16.923527,5.5385056,11.381214,16.868343,5.487129
489,0.0011780459,0.00020038919,0.027468268,0.010234627,10.347883,18.040764,7.6928806,10.332914,17.974932,7.6420174
490,0.0010789701,0.00022165361,0.026167896,0.010399294,8.765901,15.639247,6.8733463,8.754927,15.520853,6.7659264
491,0.0003892861,3.2560994e-05,0.015750589,0.0036156382,5.6663537,16.442066,10.775713,5.656356,16.342913,10.686557
492,0.0011715401,0.00035854266,0.027342185,0.010761982,8.360187,13.50235,5.1421633,8.367455,13.304053,4.936599
493,0.0045410944,0.0017547446,0.05374711,0.02927497,11.435753,15.565219,4.129466,11.439828,15.458452,4.0186243
494,0.0008516628,0.00023347468,0.023293573,0.0075595886,9.3003235,14.920603,5.6202793,9.351362,14.788175,5.4368124
495,0.0011192603,0.0002961205,0.026778385,0.011160021,12.971726,18.746353,5.7746267,12.983934,18.702526,5.7185917
496,0.0011718674,0.00019098018,0.027213315,0.009210465,9.424343,17.303246,7.8789024,9.413271,17.22189,7.8086185
497,0.00026408056,0.00044994085,0.012960465,0.010620013,6.3959455,4.081755,-2.3141904,6.43532,1.9368203,-4.4985
498,0.000514156,0.00011634798,0.018110555,0.00788721,11.267839,17.721199,6.4533596,11.247601,17.651451,6.4038506
499,0.00094080326,0.0003527047,0.024445884,0.011194149,7.637679,11.898555,4.2608757,7.6989,11.610086,3.9111862
500,0.0007567186,0.00027350703,0.021991521,0.009230034,9.764412,14.184071,4.4196587,9.763292,14.017186,4.253894
501,0.004544562,0.0011282797,0.053808477,0.022082346,8.235324,14.2860775,6.0507536,8.23969,14.123839,5.8841496
502,0.0008735049,0.00037151278,0.023577657,0.011153114,6.8266845,10.5396,3.712916,6.804805,10.140797,3.3359919
503,0.0014160037,0.00025591726,0.03004179,0.010223749,10.127329,17.556976,7.4296474,10.1420765,17.482073,7.3399963
504,0.0013822538,0.00042442398,0.029687027,0.013657183,11.468828,16.596706,5.127878,11.466341,16.506754,5.040413
505,0.0016697263,0.000261945,0.032666016,0.01186313,9.988549,18.032902,8.044353,9.969037,17.964798,7.995761
506,0.0016966516,0.0003047266,0.032835398,0.012544578,10.698469,18.155293,7.4568233,10.695005,18.088453,7.393448
507,0.0013165344,0.00031093156,0.029023862,0.011241283,11.313034,17.580708,6.2676735,11.320138,17.65331,6.333173
508,0.00051357545,0.0002571419,0.01805516,0.007990402,5.5770197,8.581334,3.0043144,5.5783153,7.93775,2.3594346
509,0.0029472027,0.0014804074,0.043274265,0.028221363,13.252432,16.24272,2.9902878,13.251146,16.144032,2.8928852
510,0.00068906054,0.00015413863,0.020959776,0.008146359,12.595055,19.098515,6.50346,12.596103,19.066109,6.470006
511,0.0005189707,0.0001549221,0.018171517,0.007881282,15.023165,20.273458,5.2502937,15.001303,20.32897,5.327667
512,0.0017391751,0.0007523864,0.03325876,0.01594887,11.955706,15.59473,3.6390247,11.956464,15.474829,3.518365
513,0.0008042671,0.00028644115,0.022673925,0.011505634,10.756687,15.240335,4.4836483,10.781515,15.108577,4.3270617
514,0.0021467016,0.00040656593,0.036993783,0.014220427,11.890814,19.11722,7.226406,11.89128,19.073841,7.182561
515,0.0010553619,0.00022081747,0.02598692,0.008974141,8.965437,15.759117,6.79368,8.9802685,15.643359,6.6630907
516,0.0010302725,0.00027874229,0.025603116,0.011840001,11.577408,17.254902,5.677494,11.575837,17.181395,5.6055574
517,0.0016006912,0.00031186867,0.032011505,0.0114652645,11.531439,18.634796,7.1033573,11.527805,18.576342,7.0485363
518,0.0004647959,0.00027592157,0.017216384,0.009495283,10.530524,12.79529,2.2647657,10.529646,12.562819,2.0331726
519,0.0007626599,0.0001864706,0.022032356,0.0090826955,6.89629,13.013495,6.1172056,6.8364263,12.796441,5.960015
520,0.0019166841,0.0012912712,0.034950845,0.022155078,7.965464,9.680795,1.7153306,7.9358215,9.189396,1.2535744
521,0.00120608,0.00017886188,0.027766312,0.0081253275,4.702217,12.9908,8.288583,4.733073,12.768568,8.035495
522,0.0013012798,0.0003089322,0.02876946,0.012315106,10.920208,17.165281,6.2450733,10.898662,17.086885,6.188224
523,0.0015639727,0.00016400307,0.03158908,0.008449029,9.177311,18.971083,9.793772,9.162854,18.924639,9.761785
524,0.0014177873,0.00021434919,0.03005501,0.009332082,9.907195,18.11209,8.204894,10.1760845,18.135893,7.9598083
525,0.0008456996,0.0011222885,0.023264999,0.01802963,6.796792,5.567908,-1.2288842,6.7870407,4.15896,-2.6280808
526,0.00079306826,0.0009799061,0.022483451,0.019410469,12.254581,11.335844,-0.9187374,12.247974,11.005295,-1.2426796
527,0.0011225783,0.00031349307,0.026719363,0.012473874,10.960049,16.499935,5.5398865,10.949048,16.402332,5.4532843
528,0.0043606735,0.0015597618,0.052596785,0.028898697,10.716881,15.181833,4.4649525,10.701506,15.049888,4.348382
529,0.0008232069,0.00037580525,0.022921927,0.011858974,12.007702,15.413162,3.4054604,12.01116,15.299235,3.2880754
530,0.0011810233,0.00035506487,0.027380353,0.012769839,10.8625145,16.082024,5.219509,10.852447,15.977707,5.1252604
